"shortlet_name","shortlet_url","shortlet_Address","shortlet_Price"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-victoria-island-lagos-2JAZQ","Victoria Island Lagos","125,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-marie-court-ikeja-lagos-1JJDE","Marie Court Ikeja Lagos","55,000/day"
"2 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-house-for-shortlet-lekki-phase-1-lekki-lagos-8HGSZ","Lekki Phase 1 Lekki Lagos","70,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-olu-odo-ebute-ikorodu-lagos-8GBQA","Olu Odo Ebute Ikorodu Lagos","80,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-akoka-yaba-lagos-0JNAS","Akoka Yaba Lagos","20,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-ikate-lekki-lagos-1GPVL","Ikate Lekki Lagos","200,000/day"
"3 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-house-for-shortlet-alogba-estate-off-ebute-ibeshe-road-ebute-ikorodu-lagos-1GBQA","Alogba Estate Off Ebute Ibeshe Road Ebute Ikorodu Lagos","45,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-oba-olaide-estate-ibeshe-ikorodu-lagos-7GBPZ","Oba Olaide Estate Ibeshe Ikorodu Lagos","25,000/day"
"FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/flat-apartment-for-shortlet-off-oba-akinjobi-way-ikeja-gra-ikeja-lagos-7BZFR","off Oba Akinjobi Way. Ikeja Gra Ikeja Lagos","25,000"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-ikeja-lagos-0JJDD","Ikeja Lagos","35,000/day"
"3 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-house-for-shortlet-alogba-estate-ikorodu-lagos-9GBQA","Alogba Estate Ikorodu Lagos","45,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-eko-atlantic-victoria-island-lagos-2HVFT","Eko Atlantic Victoria Island Lagos",""
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-haruna-bus-stop-ikorodu-lagos-3GBQA","Haruna Bus Stop Ikorodu Lagos","40,000/day"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-ogba-lagos-3FZSP","Ogba Lagos","50,000/day"
"FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/flat-apartment-for-shortlet-christ-avenue-lekki-phase-1-lekki-lagos-6BZGE","christ Avenue Lekki Phase 1 Lekki Lagos","30,000"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-oniru-victoria-island-lagos-3KMUD","Oniru Victoria Island Lagos","140,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-lekki-phase-1-lekki-lagos-1JJYW","Lekki Phase 1 Lekki Lagos","100,000/day"
"4 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/4-bedroom-house-for-shortlet-lekki-lagos-6JAAX","Lekki Lagos","60,000/day"
"FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/flat-apartment-for-shortlet-vgc-lekki-lagos-2HMTV","Vgc Lekki Lagos","45,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-lekki-lagos-4HHSL","Lekki Lagos","35,000/day"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-ilasan-lekki-lagos-6HZBM","Ilasan Lekki Lagos","95,000/day"
"5 BEDROOM HOUSE FOR SALE","https://www.propertypro.ng/property/5-bedroom-house-for-sale-orchid-lekki-lagos-3KKLN","Orchid Lekki Lagos",""
"6 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/6-bedroom-house-for-shortlet-lekki-phase-1-lekki-lagos-9EGGP","Lekki Phase 1 Lekki Lagos","47,000/month"
"2 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-house-for-shortlet-sangotedo-ajah-lagos-8KJSN","Sangotedo Ajah Lagos","60,000/day"
"3 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-house-for-shortlet-lekki-phase-1-lekki-lagos-3HNMV","Lekki Phase 1 Lekki Lagos","185,000/day"
"4 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/4-bedroom-house-for-shortlet-lekki-phase-1-lekki-lagos-0EBPU","Lekki Phase 1 Lekki Lagos","240,000"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-lekki-lagos-4HHSW","Lekki Lagos","30,000/day"
"FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/flat-apartment-for-shortlet-vgc-lekki-lagos-7HMTU","Vgc Lekki Lagos","155,000/day"
"5 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/5-bedroom-house-for-shortlet-eleganza-gardens-estate-vgc-lekki-lagos-8GYKJ","Eleganza Gardens Estate Vgc Lekki Lagos","200,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-chevron-lekki-lagos-4HGLL","Chevron Lekki Lagos","70,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-lekki-lagos-0HHSN","Lekki Lagos","25,000/day"
"4 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/4-bedroom-house-for-shortlet-lekki-lagos-3HYGM","Lekki Lagos","60,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-lekki-phase-1-lekki-lagos-9JJYW","Lekki Phase 1 Lekki Lagos","100,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-lekki-phase-1-lekki-lagos-2JJYX","Lekki Phase 1 Lekki Lagos","100,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-lekki-lagos-2HHTA","Lekki Lagos","30,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-lekki-lagos-5HHSP","Lekki Lagos","50,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-swiss-international-hotel-vgc-lekki-lagos-2HMSY","Swiss International Hotel Vgc Lekki Lagos","200,000/day"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-banana-island-ikoyi-lagos-6EMCG","...,. Banana Island Ikoyi Lagos","80,000"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-lekki-phase-1-lekki-phase-1-lekki-lagos-Z0269","Lekki Phase 1 Lekki Phase 1 Lekki Lagos","50,000"
"FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/flat-apartment-for-shortlet-vgc-lekki-lagos-9HMTU","Vgc Lekki Lagos","55,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-banana-island-ikoyi-lagos-3HTDT","Banana Island Ikoyi Lagos","200,000/day"
"5 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/5-bedroom-flat-apartment-for-shortlet-awuse-estate-opebi-opebi-ikeja-lagos-4DMCJ","Awuse Estate Opebi Opebi Ikeja Lagos","150,000"
"5 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/5-bedroom-house-for-shortlet-adeniyi-jones-ikeja-lagos-6HQYL","Adeniyi Jones Ikeja Lagos","200,000/day"
"4 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/4-bedroom-house-for-shortlet-lekki-phase-1-lekki-phase-1-lekki-lagos-1CWTJ","Lekki Phase 1 Lekki Phase 1 Lekki Lagos","100,000"
"2 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-house-for-shortlet-eko-atlantic-victoria-island-lagos-9DAWZ","Eko Atlantic Victoria Island Lagos","115,000"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-anthony-village-maryland-lagos-8HHJN","Anthony Village Maryland Lagos","80,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-opebi-ikeja-lagos-8HQYM","Opebi Ikeja Lagos","150,000/day"
"4 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/4-bedroom-house-for-shortlet-ikate-lekki-lagos-4CZSU","Ikate Lekki Lagos","75,000"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-oniru-victoria-island-lagos-2HVHU","Oniru Victoria Island Lagos","95,000/day"
"3 BEDROOM COMMERCIAL PROPERTY FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-commercial-property-for-shortlet-lekki-phase-1-lekki-lagos-8HJWU","Lekki Phase 1 Lekki Lagos","400,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-palmgroove-shomolu-lagos-5JTJW","Palmgroove Shomolu Lagos","20,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-akoka-yaba-lagos-9JNAP","Akoka Yaba Lagos","20,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-akoka-akoka-yaba-lagos-0FLUS","Akoka Akoka Yaba Lagos","20,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-akoka-yaba-lagos-4GKHZ","Akoka Yaba Lagos","15,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-pedro-palmgroove-shomolu-lagos-3GKJA","Pedro Palmgroove Shomolu Lagos","20,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-pedro-palmgroove-shomolu-lagos-4HTCS","Pedro Palmgroove Shomolu Lagos","20,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-chemist-akoka-yaba-lagos-1HTCS","Chemist Akoka Yaba Lagos","20,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-akoka-akoka-yaba-lagos-5FLUR","Akoka Akoka Yaba Lagos","20,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-akoka-yaba-lagos-7JKVG","Akoka Yaba Lagos","20,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-lekki-phase-1-lekki-lagos-8KMQK","Lekki Phase 1 Lekki Lagos","200,000/day"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-lekki-phase-1-lekki-lagos-9KMQG","Lekki Phase 1 Lekki Lagos","100,000/day"
"FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/flat-apartment-for-shortlet-oregun-ikeja-lagos-6KMPV","Oregun Ikeja Lagos","450,000/month"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-lekki-phase-1-lekki-lagos-0KMPZ","Lekki Phase 1 Lekki Lagos","100,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-first-unity-estate-badore-badore-ajah-lagos-6FXQX","First Unity Estate , Badore Badore Ajah Lagos",""
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-lekki-phase-1-lekki-lagos-6KMPY","Lekki Phase 1 Lekki Lagos","100,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-castle-and-temple-drive-lekki-phase-1-lekki-lagos-6KMPP","Castle And Temple Drive Lekki Phase 1 Lekki Lagos","45,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-lekki-phase-1-lekki-lagos-3GVHL","Lekki Phase 1 Lekki Lagos","200,000/month"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-off-admiralty-road-lekki-phase-one-lagos-lekki-phase-1-lekki-lagos-8KMKS","Off Admiralty Road Lekki Phase One Lagos Lekki Phase 1 Lekki Lagos","100,000/day"
"FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/flat-apartment-for-shortlet-chevy-view-estate-chevron-lekki-lagos-9HSFU","Chevy View Estate Chevron Lekki Lagos","25,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-freedom-way-lekki-phase-1-lekki-lagos-3HSFW","Freedom Way Lekki Phase 1 Lekki Lagos","85,000/day"
"4 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-shortlet-victoria-island-lagos-2JLXM","Victoria Island Lagos","210,000/day"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-elegushi-nike-art-gallery-road-ikate-lekki-lagos-0JZEC","Elegushi, Nike Art Gallery Road Ikate Lekki Lagos","50,000/day"
"3 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-house-for-shortlet-mijl-residence-and-villa-behind-romay-gardens-ikate-lekki-lagos-2JLJV","Mijl Residence And Villa, Behind Romay Gardens Ikate Lekki Lagos","160,000/day"
"3 BEDROOM FLAT / APARTMENT FOR RENT","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-parkview-estate-ikoyi-lagos-0JMLE","Parkview Estate Ikoyi Lagos",""
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-chevron-lekki-lagos-6HNNP","Chevron Lekki Lagos","45,000/day"
"3 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-house-for-shortlet-ajao-estate-isolo-lagos-5HBEE","Ajao Estate Isolo Lagos","60,000/day"
"3 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-house-for-shortlet-orchid-road-chevron-lekki-lagos-6FNWE","Orchid Road Chevron Lekki Lagos","80,000"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-locationpine-court-osapa-london-lekki-lagos-0DNKU","... Location:pine Court Osapa London Lekki Lagos","50,000"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-agidingbi-ikeja-lagos-0CTUK","Agidingbi Ikeja Lagos","50,000"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-sabo-yaba-lagos-0JVGK","Sabo Yaba Lagos","80,000/day"
"4 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/4-bedroom-house-for-shortlet-orchid-lekki-lagos-9JNLM","Orchid, Lekki Lagos","170,000/day"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-blue-water-residences-oniru-victoria-island-lagos-1JNLV","Blue Water Residences, Oniru Victoria Island Lagos","130,000/day"
"4 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/4-bedroom-house-for-shortlet-ikate-lekki-lagos-1HGAA","Ikate Lekki Lagos","130,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-omole-omole-phase-1-ojodu-lagos-1DCEA","Omole Omole Phase 1 Ojodu Lagos","35,000"
"2 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-house-for-shortlet-new-oko-oba-abule-egba-abule-egba-lagos-9JMMA","New Oko Oba Abule Egba Abule Egba Lagos","40,000/day"
"4 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/4-bedroom-house-for-shortlet-magodo-gate-shangisha-kosofe-ikosi-lagos-3EDTV","Magodo Gate Shangisha Kosofe Ikosi Lagos","100,000"
"3 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-house-for-shortlet-serene-location-shangisha-kosofe-ikosi-lagos-4EDTU","Serene Location Shangisha Kosofe Ikosi Lagos","70,000"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-along-shoprite-circle-mall-via-femi-okunnu-estate-road-lekki-phase-2-lekki-lagos-8ENSW","Along Shoprite Circle Mall, Via Femi Okunnu Estate Road Lekki Phase 2 Lekki Lagos","65,000/day"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-ajao-estate-isololagos-mainland-ajao-estate-isolo-lagos-9DSZW","Ajao Estate Isolo.lagos Mainland Ajao Estate Isolo Lagos","30,000/day"
"4 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/4-bedroom-house-for-shortlet-lekki-lagos-6HGZL","Lekki Lagos","170,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-phase-1-lekki-lagos-7JNLV","Phase 1, Lekki Lagos","160,000/day"
"4 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/4-bedroom-house-for-shortlet-magodo-gate-shangisha-kosofe-ikosi-lagos-1EDTV","Magodo Gate Shangisha Kosofe Ikosi Lagos","150,000"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-ikate-lekki-lagos-8GUWJ","Ikate Lekki Lagos","75,000/day"
"3 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-house-for-shortlet-phase-1-lekki-lagos-9JLVU","Phase 1, Lekki Lagos","140,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-oniru-victoria-island-lagos-3JLVU","Oniru Victoria Island Lagos","70,000/day"
"3 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-house-for-shortlet-phase-1-lekki-lagos-0JNLW","Phase 1, Lekki Lagos","140,000/day"
"5 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/5-bedroom-house-for-shortlet-serene-estate-adeniyi-jones-ikeja-lagos-2DZAQ","Serene Estate Adeniyi Jones Ikeja Lagos","150,000"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-ikota-villa-estate-gra-ikota-lekki-lagos-7DVJU","Ikota Villa Estate (gra) Ikota Lekki Lagos","60,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-chevron-lekki-lagos-5JHKC","Chevron Lekki Lagos","80,000/day"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-peace-estate-sangotedo-ajah-lagos-6JTEC","Peace Estate Sangotedo Ajah Lagos","50,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-ibeshe-ikorodu-lagos-6HSJM","Ibeshe Ikorodu Lagos","35,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-ajao-estate-isolo-lagos-mainland-ajao-estate-isolo-lagos-2DSZX","Ajao Estate Isolo. Lagos Mainland Ajao Estate Isolo Lagos","60,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-ikoyi-lagos-4KKGA","Ikoyi Lagos","140,000/day"
"FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/flat-apartment-for-shortlet-ikate-lekki-lagos-6JLBJ","Ikate Lekki Lagos","120,000/day"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-thera-peace-zone-estate-sangotedo-ajah-lagos-7JHET","Thera Peace Zone Estate Sangotedo Ajah Lagos","40,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-osapa-london-lekki-lagos-6HVWY","Osapa London Lekki Lagos","45,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-victoria-island-lagos-2HECN","Victoria Island Lagos","55,000/day"
"FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/flat-apartment-for-shortlet-palmgroove-shomolu-lagos-7JHTQ","Palmgroove Shomolu Lagos","13,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-victoria-island-lagos-6JHJV","Victoria Island Lagos","135,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-magodo-phase-2-magodo-gra-phase-2-kosofe-ikosi-lagos-1GNLK","Magodo Phase 2 Magodo Gra Phase 2 Kosofe Ikosi Lagos","45,000/day"
"FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/flat-apartment-for-shortlet-lekki-lagos-7HHPN","Lekki Lagos","35,000/day"
"4 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/4-bedroom-house-for-shortlet-ikate-lekki-lagos-4HJUJ","Ikate Lekki Lagos","85,000/day"
"4 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/4-bedroom-house-for-shortlet-ologolo-lekki-lagos-2HAED","Ologolo Lekki Lagos","95,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-u3-estate-oniru-victoria-island-lekki-lagos-oniru-victoria-island-lagos-7HAEB","U3 Estate, Oniru, Victoria Island, Lekki Lagos Oniru Victoria Island Lagos","65,000/day"
"3 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-house-for-shortlet-lakowe-ajah-lagos-1HHGS","Lakowe Ajah Lagos","140,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-first-unity-estate-badore-badore-ajah-lagos-6FXQX","First Unity Estate , Badore Badore Ajah Lagos",""
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-2nd-avenue-extension-ikoyi-lagos-0HDFJ","2nd Avenue Extension Ikoyi Lagos","90,000/day"
"HOUSE FOR SHORTLET","https://www.propertypro.ng/property/house-for-shortlet-chevy-view-estate-chevron-lekki-lagos-4GEUH","Chevy View Estate Chevron Lekki Lagos","50,000"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-lekki-lagos-7HUXV","Lekki Lagos","110,000/day"
"1 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-shortlet-lekki-phase-1-lekki-lagos-3HEUV","Lekki Phase 1 Lekki Lagos","60,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-victoria-island-extension-victoria-island-lagos-1HEBN","Victoria Island Extension Victoria Island Lagos","75,000/day"
"2 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-shortlet-lekkk-chevron-lekki-lagos-4FTCW","Lekkk Chevron Lekki Lagos","100,000"
"3 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-house-for-shortlet-osapa-london-lekki-lagos-9HQCG","Osapa London Lekki Lagos","80,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-banana-island-road-banana-island-ikoyi-lagos-7HCJU","Banana Island Road, Banana Island Ikoyi Lagos","175,000/day"
"3 BEDROOM FLAT / APARTMENT FOR SHORTLET","https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-shortlet-oniru-vi-oniru-victoria-island-lagos-9HCEU","Oniru, Vi Oniru Victoria Island Lagos","130,000/day"
"5 BEDROOM HOUSE FOR SALE","https://www.propertypro.ng/property/5-bedroom-house-for-sale-banana-island-ikoyi-lagos-5HQGX","Banana Island Ikoyi Lagos",""
"1 BEDROOM HOUSE FOR SHORTLET","https://www.propertypro.ng/property/1-bedroom-house-for-shortlet-ikate-lekki-lagos-3HFJF","Ikate Lekki Lagos","50,000/day"
